wave,control_id,control_name,target_id,repository_name,applicability_state,applicability_rationale,applicability_owner,evaluation_state,evidence_state,result_state,promotion_state
2D,EMS-CTRL-065,Data Retention Compliance,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-065,Data Retention Compliance,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-066,Production Data Protection,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-067,Controlled Document Metadata,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-068,Cross-Reference Validation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-069,Requirements Traceability,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-070,Revision History,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-071,Executive Release Validation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-072,PDF/DOCX Generation Validation,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-073,Engineering KPI Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-074,Quarterly Management Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-075,Continuous Compliance Scan,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-076,Corrective Action Tracking,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-077,Technical Debt Register,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-078,Lessons Learned Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-079,Repository Health Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-001,bluto,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-002,fiskroad,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-003,hometown,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-004,nono,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-005,olive,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-006,popeye,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
2D,EMS-CTRL-080,Annual EMS Review,REPO-EMS,ems,PENDING_APPLICABILITY,,,NOT_STARTED,NOT_COLLECTED,NOT_EVALUATED,NOT_PROMOTED
